timestamp, cpu[node1]:1, cpu[node2]:1, cpu[node3]:1, cpu[node4]:1, cpu[node5]:1
1442561243000,11.334049,4.0647644,3.8129418,4.6208057,4.0558998
1442561303000,11.5437323,4.6384486,4.7898029,4.308865,4.6522907
1442561363000,10.5063506,4.1333893,4.060478,4.1040452,3.5529441
1442561423000,11.5620011,4.3691988,3.9338726,4.4216513,3.7379288
1442561484000,14.7963096,4.5256234,5.3118297,5.7724616,6.0242174
1442561545000,10.7050851,3.5370463,3.1479696,4.4497305,4.2493552
1442561605000,12.6251554,4.2168427,3.231093,5.2026474,5.2544
1442561666000,5.6235096,2.2649682,5.4578686,1.9460108,1.1692574
1442561727000,6.0857953,2.2905985,2.3694985,2.8297313,2.9193648
1442561787000,8.9282221,4.6963624,3.0440855,3.1104317,3.8218812
1442561848000,11.9250846,5.1247041,3.9591476,4.2983901,4.7031636
1442561908000,13.4312253,4.9584256,4.8879711,4.7713951,4.843559
1442561968000,13.754533,4.9501959,4.6438352,4.5002784,4.9177769
1442562028000,12.2982563,5.8629435,4.056746,4.5071042,4.6278752
1442562088000,12.3081435,4.3001511,4.5791741,4.6810044,4.515718
1442562148000,12.8940308,5.5908731,4.4919211,5.0706032,4.9162917
1442562208000,4.1139925,34.4763145,1.4873101,1.3482895,1.8952568
1442562268000,12.5945083,4.8881832,4.7445149,5.2053237,4.8456301
1442562328000,11.6149267,4.5263898,3.9062102,3.9320532,3.8780697
1442562388000,12.4744848,5.8677172,3.8761397,4.5784451,4.634566
1442562448000,11.9676019,5.156039,3.9574964,5.3658207,3.6354832
1442562508000,8.7525699,3.267167,3.0255466,3.349703,3.1770162
1442562568000,11.8673286,4.6538467,3.7104427,4.2464003,5.0096322
1442562628000,9.6747176,4.2755271,3.622834,3.2341174,3.8974486
1442562688000,12.1134201,4.1384726,3.5146276,3.6320843,4.1400768
1442562748000,11.91339,4.4167075,3.9393745,3.0559052,5.1084088
1442562808000,12.32971,5.7530463,4.0275123,4.8237272,4.1754094
1442562868000,12.2501445,5.6080098,4.4184166,4.1967729,4.2401844
1442562928000,11.8649325,4.3635969,4.188055,3.4380995,4.6956233
1442562988000,13.6156618,5.3444104,4.728512,4.9694421,5.1947758
1442563048000,11.4258817,5.2817079,3.4096204,3.9516877,3.7060018
1442563109000,11.666652,4.3359658,3.3863225,4.3558314,4.2805859
1442563169000,12.4159143,4.3610979,4.3016341,4.5269043,3.8539167
1442563229000,12.5057357,4.2789947,4.7261557,5.2076458,5.2779624
1442563289000,11.9590036,3.6664785,4.277103,4.5473793,4.7551802
1442563349000,11.0025726,3.9899231,3.9486611,4.6422476,4.8130557
1442563409000,9.5844002,3.1536431,8.9075224,3.7205803,4.2716211
1442563469000,11.8253091,4.6681146,3.8875413,4.7880288,4.3744558
1442563530000,11.3914155,4.4232572,3.7165701,3.9122543,3.7765648
1442563590000,11.4739304,4.5290929,4.2917127,3.7294508,3.8668402
1442563650000,10.6585804,3.9762414,3.239222,3.8431873,3.7324771
1442563710000,11.5579023,4.323931,4.2252737,4.2948692,4.406043
1442563770000,13.0275465,5.1333744,4.8239558,4.3360003,4.9807049
1442563830000,12.3543362,4.3890859,4.5141392,4.61424,4.5280651
1442563890000,10.1046907,2.9137483,3.7024152,3.5505336,3.4793506
1442563950000,10.7306684,4.2681112,3.808508,3.8876185,3.6937812
1442564010000,11.2084458,4.3255799,4.1540981,4.4857358,4.3361883
1442564070000,11.2070799,3.7348265,4.0719786,4.4180635,4.1703809
1442564130000,10.6793208,3.7873273,3.4491108,4.2171076,4.3547155
1442564190000,11.7856112,4.6947989,4.3501255,4.1634535,4.7877608
1442564251000,7.2798552,6.2514558,2.8231556,2.3977363,2.6729373
1442564312000,11.1391914,3.9485281,4.3963382,3.6646398,3.8151852
1442564373000,14.1081811,4.9734748,3.9061854,5.0178278,5.2095141
1442564433000,12.4788296,4.8108764,3.6451583,4.2114694,4.9793131
1442564493000,12.8337788,5.0627156,3.977454,4.8594912,5.1721045
1442564553000,11.8393869,4.1443087,4.3374019,4.0716488,3.9845092
1442564613000,13.076671,4.8681997,4.3699149,4.9690524,5.5142203
1442564673000,10.5308344,3.3975602,3.4815567,3.5343434,4.2590057
1442564733000,14.3220652,5.8381585,4.7614723,5.3080326,5.6574753
1442564793000,10.7248749,4.5538294,3.4449205,3.2567801,4.1185657
1442564854000,10.6762578,4.0770842,3.8705353,3.7616275,3.7208886
1442564914000,12.4909819,5.053905,4.3183351,4.2290528,4.602711
1442564974000,10.4153455,3.1032087,3.9401602,3.6638736,4.136773
1442565034000,11.7470076,4.4417829,4.3739463,4.404399,4.8927441
1442565094000,12.8625184,4.8848501,3.9913549,5.3826938,5.425808
1442565155000,11.948034,5.7218924,4.4362159,4.2526678,4.8602535
1442565216000,12.0760767,3.8946679,4.4615878,4.255531,4.1765018
1442565276000,10.8958276,4.6062572,4.64857,4.171696,3.9176716
1442565336000,11.5042167,4.9190394,3.8049581,4.3317642,4.737837
1442565396000,10.6575773,3.3180538,4.4778038,4.4573182,3.3416513
1442565456000,10.4845011,4.139457,4.8909966,3.7249084,3.2436865
1442565516000,11.807391,3.9783584,4.5623928,4.654059,4.531184
1442565576000,10.8900204,3.9278441,4.4490771,3.7801664,4.1722619
1442565637000,10.3873452,4.5079003,4.5419362,4.3569711,4.4347917
1442565697000,9.6838037,3.5595918,2.8140062,3.9008006,3.9774234
1442565757000,11.5422809,3.9133091,4.0839082,3.4506662,4.3305499
1442565817000,13.1002287,5.1708638,4.9314715,4.3905397,4.805961
1442565877000,10.8990777,5.1067827,3.5235368,4.1726582,4.2138293
1442565937000,10.9158116,4.8277938,4.1071269,4.2779165,4.7951948
1442565997000,12.3495139,4.1339883,3.4884301,4.3848054,5.1858323
1442566058000,11.7764933,4.9249719,4.0492107,3.9876457,4.3332131
1442566118000,12.963905,4.8715752,4.7941714,4.4430415,5.1624422
1442566179000,14.089406,5.3506379,5.1142314,5.2910612,5.339865
1442566239000,15.1202983,6.3255206,3.8492799,5.5396267,5.9627451
1442566299000,12.9801616,5.7008173,4.1684643,5.1544377,5.589176
1442566359000,13.0984133,5.0666257,4.2484054,4.1769007,5.9953362
1442566419000,12.1136161,4.6561945,4.2122474,4.5002996,4.2231377
1442566479000,14.7527137,5.7233162,4.8981698,5.0957615,5.5770806
1442566539000,12.1231934,4.8470645,3.9712714,5.0032659,4.8442132
1442566599000,12.6784034,4.6262512,4.6621839,5.1547838,4.4976785
1442566659000,13.3962208,4.916503,4.5420142,5.7280049,4.6472882
1442566719000,13.5779354,6.2145332,4.9819553,5.5577866,5.4550136
1442566779000,13.6231258,4.5443786,4.220127,5.0331553,5.0824617
1442566839000,13.0482698,5.3601072,4.3121174,4.8670292,4.8833603
1442566899000,7.6447187,99.9690828,2.7234148,3.046653,2.8002879
1442566960000,9.1105603,3.7468481,2.9757401,96.2544825,3.638465
1442567020000,12.6354114,4.1032849,4.3626595,5.0314912,5.1718201
1442567080000,12.0690101,5.3296844,4.6475606,4.1240945,4.94925
1442567140000,14.5539521,5.8824776,4.3269325,5.6426727,5.6113337
1442567200000,12.1213251,4.7587189,3.4849848,5.1081236,4.2967074
1442567260000,11.8411143,4.209756,4.3362581,4.9818767,4.890705
1442567320000,10.8493109,4.0142133,2.6539122,3.6765296,4.090895
1442567380000,12.4654679,5.2494035,4.8909392,4.2764036,4.5357087
1442567441000,10.0848192,3.5336528,3.2747091,3.7297041,3.6551253
1442567501000,12.3782872,5.3278135,4.0602303,4.3210941,4.138822
1442567561000,11.4147413,4.5537879,4.7137769,4.6396635,4.4906678
1442567621000,13.6241787,4.2801764,3.9249746,5.6915525,4.8528731
1442567681000,14.0168265,5.6995655,5.41856,5.703624,5.3784689
1442567741000,9.575665,3.1812672,4.6418299,3.329921,3.4976525
1442567801000,12.9239243,5.1716342,5.4550459,5.5195252,5.1046129
1442567861000,9.9322754,3.1178022,3.6349986,3.6555061,3.7487069
1442567921000,8.018602,2.8610669,2.8610665,2.6006334,3.1128864
1442567981000,11.5813477,3.6177567,3.1988746,4.5520976,5.258266
1442568041000,13.0280501,5.1593828,4.5775872,4.9717614,5.4301257
1442568101000,10.5535108,4.3976104,3.29152,3.5675606,4.0249196
1442568162000,11.3402552,4.1700087,3.5807623,3.859897,4.2627179
1442568222000,10.9442741,5.0546877,5.0012956,3.3655324,4.1448705
1442568282000,11.1597901,4.2880217,3.4153434,4.2847541,4.6139238
1442568342000,13.9088359,5.7720204,5.152591,5.3626002,5.1751936
1442568402000,9.229643,3.5291054,3.5139954,2.9792021,4.4957631
1442568463000,8.643673,3.5791221,3.1446142,3.3025005,3.3724518
1442568523000,1.6162437,0.5912397,0.6545927,0.592309,0.4946862
1442568584000,12.0571136,4.4402733,4.2401853,4.5252849,4.9979761
1442568645000,12.754324,5.2000316,4.8702027,4.7397316,4.628123
1442568705000,11.3496849,3.5351539,3.8465196,4.0268539,4.6777202
1442568765000,11.5579495,4.0123523,4.162247,4.588523,4.8322161
1442568825000,10.1335211,4.2110905,3.4891695,2.8261268,3.0907828
1442568885000,11.0450544,2.8345239,4.6419752,4.2463648,4.2807482
1442568945000,12.5548145,4.8817227,3.0696503,4.7209327,4.7255053
1442569005000,10.216156,4.620227,4.38882,3.6098721,3.9065436
1442569066000,13.5673003,5.2558097,4.8459817,5.2964126,5.3620743
1442569126000,8.7803172,3.4261255,3.3130067,3.1578327,3.6391823
1442569186000,13.2385175,4.5784914,4.9144565,5.3570769,4.9720569
1442569246000,11.6430817,4.0624829,4.1785866,4.4348802,4.8399564
1442569307000,12.8706917,4.5437441,4.7109334,4.9577857,3.7526363
1442569367000,12.8338596,5.2390299,4.3819595,4.9592091,4.908542
1442569427000,10.8351788,3.6006599,3.6651353,3.1205327,3.4856439
1442569487000,9.5891238,3.6050552,4.4370605,3.6513773,3.3785732
1442569547000,10.6792469,3.5796046,2.9473454,4.2137411,4.3087804
1442569607000,36.2276215,2.0845003,1.9533136,2.0118158,2.4873121
1442569668000,10.5569139,4.2310567,3.5767349,3.8154293,3.8735029
1442569728000,8.5188493,3.4978293,3.8426702,12.384689,3.59315
1442569788000,11.7080055,4.6589003,4.2120416,4.558617,4.0238097
1442569848000,10.6163947,2.7276609,4.5800063,4.0824835,4.1996285
1442569908000,10.4417308,3.9613298,4.0405359,3.4106178,4.6324477
1442569969000,9.6952454,3.5029943,3.4504253,3.1976475,3.4206257
1442570030000,12.5816284,4.6961349,4.5822539,4.2686599,4.8245281
1442570090000,11.6355078,3.8472127,4.7892951,4.8665201,4.7454653
1442570150000,12.5906259,4.5742014,4.6278483,4.1807973,5.0126116
1442570210000,13.8088276,5.4037665,5.8292121,5.1730654,6.7132301
1442570270000,12.8818649,4.2267335,4.9613311,4.9546093,4.6692364
1442570330000,13.7876011,4.8270495,4.7970143,5.7849443,5.7716151
1442570391000,9.3719399,4.6414848,2.6943668,3.3981786,3.2939117
1442570452000,12.5702396,4.9932919,4.8026848,5.0599367,4.8255484
1442570512000,12.0346891,3.9096793,4.098972,4.5507765,4.3698935
1442570572000,11.2676657,4.2123168,3.1758059,4.0605407,4.0904052
1442570632000,13.227923,4.8800226,4.9661613,4.3075284,5.0405444
1442570692000,14.6291106,4.5246399,5.0381182,6.1508262,5.6023668
1442570752000,12.0590939,4.344328,4.7943824,4.4986682,4.8899598
1442570812000,11.7195405,4.0843414,4.6628528,4.8366766,4.1244492
1442570873000,13.0758515,3.9624359,4.5871591,5.1622667,4.7015137
1442570933000,10.8548047,4.0229689,3.7140118,3.9844622,3.9649807
1442570993000,10.1575557,3.9896192,3.5805889,3.2395677,3.5717138
1442571053000,12.0611574,5.3235822,3.539693,3.7698814,3.9507763
1442571113000,12.0919962,4.6484584,3.9433995,4.4767446,4.3856205
1442571173000,10.7062037,4.9062322,3.6559344,5.4281292,4.8817912
1442571233000,12.0377058,4.0873301,4.1783334,4.6870399,4.2431395
1442571293000,12.5586934,5.2668199,3.8580744,4.6806882,4.4822474
1442571353000,11.0297261,4.6290455,3.8722553,3.9157753,3.9928395
1442571414000,11.2228669,3.9685727,4.1045573,4.5767506,4.2028748
1442571474000,8.016004,2.8008995,2.6219822,2.3808994,2.3742243
1442571534000,12.7037961,4.9940391,4.3357756,5.3937656,3.9340149
1442571594000,11.2166106,4.4729525,4.925222,4.0329605,3.1822146
1442571654000,10.9059237,3.1323736,4.3157381,4.201092,3.4434739
1442571714000,11.4172346,4.2125848,3.904591,4.1996077,4.6238464
1442571774000,10.989106,3.7964189,3.9412947,4.4307892,4.0006984
1442571835000,11.6461134,4.3343324,4.417146,4.3911361,3.9292411
1442571895000,10.0888935,3.5176342,3.8571256,3.5699693,3.2584608
1442571955000,9.602342,4.1013286,3.6363989,3.3485063,3.732498
1442572015000,9.8124726,3.7593373,2.9869455,4.0255,3.9959602
1442572075000,9.9842083,6.1234957,2.9311474,3.8231351,3.4903171
1442572135000,8.6014105,3.2464678,2.6076478,2.9402846,2.6109173
1442572195000,10.5479945,4.7512424,3.96254,4.0815836,3.5943036
1442572256000,12.24811,3.5743946,4.5596456,4.4157146,4.5026798
1442572317000,10.6170989,3.5490957,3.9645615,3.5271261,4.6715631
1442572378000,14.0226336,5.2384431,5.6291367,5.5203575,5.4813785
1442572438000,13.0426142,4.2782584,4.0732292,4.6736534,5.0139676
1442572498000,12.9053492,5.5346819,4.06029,4.6224241,4.883249
1442572558000,12.38079,4.5397843,4.7734286,5.0544735,3.9651309
1442572618000,10.6691867,3.5104385,3.7546783,4.170705,4.0826792
1442572679000,8.7522229,3.2823993,3.2126993,3.1332686,3.5648455
1442572739000,1.2361832,0.481625,30.4712741,0.2010244,0.5990525
1442572799000,10.5205087,3.143757,3.5278342,3.8228387,3.4777939
1442572859000,9.1284909,3.6627111,2.8586381,3.4629995,3.0962335
1442572919000,12.2745307,4.8451159,3.8290291,3.8232272,4.2327021
1442572980000,51.6907813,0.946567,1.0913546,1.4053872,0.9117275
1442573040000,10.5278364,4.200118,3.2796822,3.6530088,3.0458414
1442573101000,9.9006668,3.2996226,3.5381819,3.4535334,4.1840977
1442573161000,10.3207385,3.4771966,4.3121347,3.3298013,3.60553
1442573221000,11.652551,4.5915256,4.0408316,4.4307467,3.3073751
1442573281000,8.8379148,2.9798397,2.9717598,3.4374947,3.9388974
1442573341000,8.0077909,2.7663472,3.0878402,2.9936696,2.9127494
1442573401000,10.9116188,3.3451397,4.4206367,4.2597624,4.2581369
1442573461000,9.650033,3.0947635,3.5434903,3.4773694,3.6498629
1442573521000,10.2996391,3.341111,3.7766014,4.0214652,4.0259687
1442573581000,12.3350855,4.8832845,4.6338677,4.4833613,4.5205611
1442573641000,10.9803537,4.7207399,3.3046194,3.8392538,4.6409567
1442573701000,9.2310985,3.1393322,2.9336015,3.7799493,3.8068814
1442573761000,9.6348293,3.3876097,3.2534682,3.2796655,3.1384609
1442573821000,9.1567192,2.8606761,3.0553454,3.5953372,3.6991695
1442573881000,10.7610105,4.0305926,2.9067962,4.0722803,4.5396485
1442573941000,11.6804223,4.3301898,4.2866105,3.8570487,3.6503665
1442574001000,10.7607957,3.6994365,3.6177602,4.1534235,4.1290319
1442574061000,10.3188154,4.3382695,3.578771,3.4695811,3.7647621
1442574121000,6.5143702,2.3886442,3.3503209,2.4815198,2.6853742
1442574181000,5.6346269,2.2773996,18.5949147,2.1568272,1.9900825
1442574241000,10.5564852,4.2507585,3.1520829,4.1497455,3.9880193
1442574301000,8.5902111,3.4507136,3.8765913,3.3315592,3.5218433
1442574361000,8.535847,3.3902454,3.4673821,3.7430541,2.6768144
1442574421000,7.5617038,2.3725302,2.5140767,2.6833457,3.1410206
1442574481000,10.0440292,3.9944339,3.3352449,3.5970952,3.9858923
1442574541000,9.4690877,3.8624028,3.4668783,4.4569325,3.4231585
1442574601000,10.3041114,3.6720316,2.8974921,4.1476644,4.5879898
1442574661000,11.1300785,3.8741459,4.0076243,4.0401149,3.8114457
1442574721000,9.13459,3.5916467,2.2998566,3.2901737,2.9942481
1442574781000,11.2484099,4.6694297,4.2237891,5.6236592,4.1415063
1442574841000,10.0701202,3.5564141,3.9176841,3.1480914,4.0810539
1442574901000,10.7948336,3.9940135,3.7312053,4.0036707,4.4751588
1442574961000,10.8225245,3.6517325,3.7940687,4.0390782,3.7446683
1442575021000,11.0240331,4.6331599,4.4295364,3.4022915,3.3737199
1442575081000,9.0087982,3.4976389,2.7142578,3.3018916,2.6254561
1442575141000,9.9558866,4.4970284,2.3916356,3.7626348,3.2560874
1442575201000,9.3272657,3.6433933,3.7783269,2.9235989,3.2766853
1442575261000,11.383323,4.3675376,4.4756258,4.1079281,4.7563702
1442575321000,9.6769497,3.0906754,3.1013988,3.9573237,5.0529163
1442575382000,11.7450897,3.8984196,4.0821456,5.2942726,4.567029
1442575442000,10.9889182,4.0296602,3.7153479,4.4867764,3.8858401
1442575502000,10.8539113,4.4639001,4.6821961,3.7765224,4.1052052
1442575562000,11.9671939,4.5517445,4.4237033,4.1540773,4.0338664
1442575622000,11.8311041,4.3772926,4.3438779,4.0400149,3.818553
1442575682000,9.3930785,3.4229302,3.5842316,3.362073,2.8038368
1442575742000,11.777388,3.0992196,4.6322689,4.1949018,4.1147364
1442575802000,10.0446591,3.4151588,3.553114,3.858696,3.6083605
1442575862000,13.1829347,4.6728494,4.7845486,4.4888703,4.9933284
1442575923000,11.8916011,4.1299627,3.9401764,4.6639151,3.5217265
1442575983000,12.4438213,4.7986737,3.6857433,4.8971682,5.3277071
1442576043000,14.3340186,4.502062,5.2395446,6.229458,5.1580328
1442576103000,10.8829537,3.4510693,3.0289621,3.4737618,3.8693527
1442576163000,13.7419994,4.4292204,5.5669251,5.4809193,4.3173614
1442576223000,12.3655507,5.0036753,3.6532383,4.5528295,4.0697985
1442576283000,13.5040164,4.7762898,4.5341206,4.7187593,5.1394818
1442576343000,13.4441876,5.4574432,3.6127831,4.4408359,3.9459998
1442576403000,10.2139342,3.6119168,4.1223602,4.1030502,3.6380696
1442576463000,3.3932042,1.470052,1.2343438,1.2162711,1.0037565
1442576523000,10.8717737,3.6974399,3.1804334,4.0757982,4.1218245
1442576583000,10.9197596,4.1384685,4.2905037,4.347465,4.6604851
1442576643000,10.1124897,3.116484,3.462295,4.2173208,3.6980587
1442576704000,11.23343,4.3776266,4.0471558,4.7100886,4.3244541
1442576764000,9.7393953,2.7733403,3.7860424,2.5771707,4.5776291
1442576825000,9.783685,3.5901299,3.4260324,3.1786175,2.8381763
1442576885000,12.7080127,4.9028527,3.9199369,5.0606356,4.7731546
1442576945000,11.3592282,4.2885312,4.9943606,4.4995814,3.7342622
1442577005000,9.1719008,3.8373274,2.9686398,3.4967244,3.026295
1442577065000,12.0745547,4.7936359,3.8693466,4.626689,4.4147419
1442577125000,11.8312153,4.7633239,3.9606668,4.0259032,3.6642011
1442577185000,9.3467929,3.166095,3.3185118,3.3122597,4.1623498
1442577245000,10.8824594,4.0689411,4.6061771,3.8073298,4.3702089
1442577305000,7.4099587,2.3613064,2.9891469,2.9467502,2.7340446
1442577365000,10.9302004,3.7143801,3.8027509,4.5226566,4.1319797
1442577425000,9.1531801,3.2416061,3.6179499,3.3110942,2.9174707
1442577485000,9.4454219,3.5895298,2.9063141,2.9520268,3.3864633
1442577545000,9.0135665,3.0036511,3.1217997,3.282441,3.0321589
1442577605000,10.3182084,4.8156088,3.1942724,3.6561703,3.9511936
1442577666000,10.4843675,4.474136,3.3878555,4.4226798,4.1010739
1442577726000,12.1208057,4.6176436,4.1285609,5.3114192,5.0903466
1442577786000,10.912504,4.2550824,3.9608658,4.3642033,4.2694129
1442577846000,12.6094653,5.3357341,3.7260328,5.0255436,4.84008
1442577906000,10.5110837,4.4025162,3.8843179,3.6801987,3.9685165
1442577966000,11.7333754,3.5109902,4.1470154,4.1977533,3.8892134
1442578026000,11.0229379,3.8053429,3.5529176,3.8888779,3.7910217
1442578087000,9.0822912,2.6470106,3.4688149,3.3683439,3.1834553
1442578147000,9.7493337,3.4012344,3.0655254,3.7324754,3.8133928
1442578207000,11.1193133,4.7472252,2.781004,3.8417253,4.4366499
1442578267000,10.9526938,3.8117046,3.9319008,3.4970374,4.5525609
1442578327000,10.284778,4.6470797,4.3008111,4.0743264,3.4048375
1442578387000,10.2880263,4.1509906,2.1797401,4.1295291,3.8666912
1442578447000,8.5000674,3.146102,2.8151789,3.8172366,3.2603953
1442578508000,11.5173651,3.4803103,3.9985175,4.0288163,4.5951674
1442578568000,12.7528882,5.5767607,3.5584612,5.8304632,5.5558871
1442578628000,11.6382223,3.7404709,4.0975107,4.7250942,4.9052817
1442578688000,12.0174092,5.3692795,4.7728606,4.489026,4.6853078
1442578748000,11.7753555,3.5971239,3.4906368,4.6817591,4.4336965
